carat,cut,color,clarity,depth,table,x,y,z,price_predicted
1.2,5,2,4,62.2,61.0,6.74,6.73,4.19,6419.0
0.36,5,7,4,61.0,58.0,4.62,4.59,2.81,894.6
2.12,2,7,2,62.9,55.0,8.17,8.14,5.13,14062.6
0.7,1,5,2,64.8,57.0,5.65,5.59,3.64,1760.6
1.05,5,5,4,62.3,59.0,6.5,6.46,4.04,7060.2
1.13,4,6,2,60.3,58.0,6.78,6.86,4.11,4680.8
0.32,2,4,4,61.4,55.0,4.46,4.4,2.72,623.6
1.23,2,1,4,61.7,57.0,6.87,6.8,4.22,5244.2
0.33,2,4,2,62.9,55.0,4.46,4.41,2.79,558.4
1.05,4,4,2,63.2,54.0,6.52,6.49,4.11,3988.0
0.32,5,4,4,60.1,61.0,4.44,4.41,2.66,939.4
0.3,2,4,8,62.3,54.0,4.32,4.35,2.7,883.6
0.57,2,5,2,61.0,56.0,5.37,5.32,3.26,1227.2
1.01,4,6,3,63.2,59.0,6.28,6.25,3.96,5109.6
0.5,2,6,4,61.4,55.0,5.12,5.14,3.15,1646.4
1.62,5,5,5,61.3,57.0,7.6,7.55,4.64,16959.4
1.0,2,4,5,62.9,57.0,6.36,6.32,3.99,6677.6
0.51,2,4,6,62.6,57.0,5.1,5.12,3.2,1766.0
1.01,2,4,4,61.6,56.0,6.46,6.43,3.97,6502.6
0.25,4,7,5,62.1,60.0,4.03,4.05,2.51,931.0
0.53,2,4,2,62.4,56.0,5.18,5.14,3.22,1187.0
2.02,3,5,2,61.9,61.0,8.06,8.02,4.98,17513.6
0.33,2,6,5,61.5,56.0,4.45,4.5,2.75,881.6
0.6,3,4,3,65.3,56.0,5.21,5.26,3.42,2639.0
0.4,5,5,3,62.6,59.0,4.74,4.68,2.95,820.2
0.86,4,3,3,59.7,59.0,6.14,6.23,3.69,3582.2
0.56,2,3,7,62.3,55.0,5.26,5.3,3.29,1774.6
0.52,2,5,2,60.9,57.0,5.22,5.2,3.17,1154.0
0.3,3,2,3,63.3,59.0,4.22,4.25,2.68,531.8
0.91,5,7,4,62.7,59.0,6.16,6.13,3.85,5694.6
1.02,5,4,4,62.1,59.0,6.47,6.41,4.0,6065.2
1.2,1,5,2,63.4,60.0,6.56,6.65,4.19,4970.2
0.39,2,4,6,62.1,56.0,4.67,4.7,2.91,1006.4
1.0,4,4,4,63.0,59.0,6.36,6.4,4.02,5930.8
0.32,2,4,7,61.8,56.0,4.39,4.41,2.72,881.0
0.53,5,7,2,59.3,61.0,5.29,5.26,3.13,1496.0
1.5,5,3,4,62.4,59.0,7.29,7.32,4.56,9412.6
0.38,5,5,3,62.0,58.0,4.6,4.63,2.86,865.4
0.56,2,6,3,61.7,56.0,5.33,5.3,3.28,1600.6
1.13,2,3,3,62.3,56.0,6.69,6.66,4.16,5168.4
1.21,5,3,4,60.5,60.0,6.95,6.9,4.19,6049.8
1.09,5,3,2,62.0,57.0,6.61,6.55,4.08,4264.4
0.44,4,7,4,62.8,58.0,4.79,4.86,3.03,1405.0
0.3,3,5,2,63.4,56.0,4.26,4.29,2.71,468.0
0.29,5,5,3,62.4,58.0,4.24,4.26,2.65,660.6
0.31,5,5,4,58.3,61.0,4.48,4.44,2.6,807.6
1.11,2,3,2,62.6,56.0,6.58,6.65,4.14,4787.2
1.04,2,4,4,61.4,57.0,6.53,6.5,4.0,6838.2
0.36,2,5,4,60.9,57.0,4.61,4.58,2.8,779.8
1.07,5,7,3,60.2,55.0,6.68,6.64,4.01,5798.6
1.02,4,1,2,63.1,58.0,6.38,6.34,4.01,3524.4
0.41,2,3,7,61.4,56.0,4.77,4.8,2.94,1112.4
0.76,4,3,3,61.4,57.0,5.89,5.94,3.63,2436.4
0.72,2,6,3,62.0,57.0,5.7,5.75,3.55,2707.4
1.33,5,3,4,60.7,59.0,7.08,7.13,4.31,6969.6
0.37,2,5,4,61.7,55.0,4.61,4.73,2.88,792.4
0.4,3,5,1,63.3,60.4,4.64,4.68,2.95,1211.4
0.7,5,1,5,62.0,58.0,5.68,5.74,3.54,2068.2
2.02,5,6,2,60.4,57.0,8.21,8.18,4.95,14309.0
0.31,2,4,8,61.2,55.0,4.4,4.42,2.7,874.8
1.02,5,3,3,60.5,60.0,6.58,6.51,3.96,4866.0
0.31,2,7,3,61.5,56.0,4.35,4.33,2.67,627.2
2.04,5,3,3,62.2,60.0,8.07,8.0,5.0,16375.0
1.97,4,3,4,62.9,59.0,7.9,8.01,5.0,16570.2
0.54,2,5,4,61.4,57.0,5.2,5.25,3.21,1776.2
1.13,5,3,2,61.1,59.0,6.73,6.65,4.09,4155.0
0.38,4,6,2,61.6,57.0,4.61,4.65,2.85,836.6
0.7,4,5,3,62.4,56.0,5.64,5.7,3.54,2571.0
1.6,5,2,3,62.1,58.0,7.51,7.47,4.65,8338.0
1.0,3,4,3,62.2,65.0,6.28,6.22,3.89,4769.2
0.32,2,6,4,62.6,53.0,4.38,4.37,2.74,688.6
0.3,2,6,4,62.5,56.0,4.3,4.28,2.68,732.4
1.0,2,5,3,62.7,57.0,6.44,6.38,4.02,5250.8
0.72,2,2,6,62.2,54.0,5.73,5.78,3.58,2342.2
0.42,4,6,5,62.8,57.8,4.8,4.83,3.03,1326.6
0.9,4,2,3,61.8,58.0,6.2,6.26,3.85,4020.2
0.7,3,6,3,63.6,62.0,5.57,5.6,3.55,2527.6
1.06,2,2,3,61.8,55.0,6.54,6.57,4.04,4918.4
0.52,2,4,7,60.7,55.0,5.19,5.29,3.18,1210.2
0.43,5,3,5,60.0,59.0,4.86,4.98,2.95,745.8
0.31,2,6,3,60.1,57.0,4.36,4.39,2.63,735.6
1.0,1,6,3,57.4,61.0,6.53,6.63,3.78,4198.8
1.09,2,5,3,62.0,56.0,6.61,6.59,4.09,5549.6
1.18,4,6,1,62.5,58.0,6.62,6.75,4.18,4041.4
1.11,2,2,3,61.4,60.0,6.61,6.65,4.07,4998.0
0.31,4,5,5,60.9,56.0,4.37,4.38,2.66,702.0
1.27,5,2,5,59.5,61.0,7.08,7.04,4.2,5808.6
0.3,5,5,4,62.2,60.0,4.27,4.22,2.64,732.8
0.85,2,6,5,63.0,57.0,6.08,5.99,3.8,3484.4
0.28,4,4,4,62.0,56.0,4.16,4.19,2.59,520.0
0.32,2,3,3,61.2,56.0,4.43,4.46,2.72,557.2
1.71,3,2,5,63.7,58.0,7.58,7.54,4.81,9406.6
1.06,5,3,4,62.6,58.0,6.54,6.49,4.08,5456.4
0.33,4,3,6,61.9,56.0,4.44,4.47,2.76,618.2
0.75,4,7,6,59.4,59.0,5.88,5.94,3.51,4070.0
1.01,4,3,4,61.2,57.0,6.49,6.41,3.95,5303.4
0.36,2,2,5,60.5,57.0,4.56,4.59,2.77,751.2
0.32,5,4,5,60.6,60.0,4.4,4.44,2.68,900.8
0.91,2,5,2,62.2,56.0,6.17,6.14,3.83,3606.0
0.39,2,6,5,62.3,54.4,4.66,4.69,2.91,987.6
1.3,5,3,2,60.4,61.0,7.09,7.04,4.27,4958.2
1.18,2,6,1,61.6,56.0,6.82,6.79,4.19,3814.2
1.7,4,5,4,60.8,60.0,7.65,7.68,4.66,14462.0
0.56,4,6,6,60.3,57.0,5.33,5.37,3.23,2154.2
0.24,2,2,5,62.0,56.0,4.0,4.01,2.48,473.2
2.15,5,4,2,58.9,58.0,8.46,8.41,4.97,14768.2
1.17,4,3,3,59.6,62.0,6.88,6.82,4.08,4965.2
0.31,5,3,2,59.5,59.0,4.39,4.45,2.63,706.8
1.71,5,1,3,62.9,58.0,7.64,7.58,4.79,7433.0
0.42,2,4,5,61.9,56.0,4.77,4.82,2.97,958.2
1.02,4,7,4,63.7,55.0,6.42,6.45,4.1,6849.6
1.2,4,6,4,60.7,59.0,6.79,6.86,4.14,7920.8
1.01,2,6,4,62.5,54.0,6.39,6.42,4.0,8279.6
0.32,2,4,2,62.2,53.0,4.4,4.44,2.75,781.0
0.5,5,6,4,60.5,60.0,5.09,5.13,3.09,1403.0
1.23,3,7,1,63.7,58.0,6.79,6.72,4.3,4644.2
1.8,5,2,2,61.8,59.0,7.9,7.8,4.85,10846.0
1.51,2,3,4,62.5,56.0,7.37,7.33,4.57,11726.0
0.54,2,3,5,61.6,59.0,5.22,5.24,3.22,2097.6
0.3,2,4,6,62.7,57.0,4.32,4.26,2.69,812.0
1.68,2,4,4,62.5,54.0,7.61,7.64,4.76,13228.4
0.77,2,7,4,61.3,56.0,5.87,5.9,3.61,3561.4
1.1,5,5,3,59.5,59.0,6.7,6.77,4.01,5208.0
0.76,4,4,4,61.1,57.0,5.84,5.95,3.6,2492.8
1.02,4,2,2,62.8,56.0,6.42,6.38,4.02,4325.4
1.25,2,5,7,62.2,56.0,6.89,6.93,4.3,11171.4
0.33,5,2,5,61.1,59.0,4.44,4.47,2.72,592.2
0.5,2,3,3,62.2,53.0,5.06,5.14,3.17,859.0
0.28,4,5,6,61.6,56.0,4.2,4.23,2.59,638.4
0.31,4,3,6,62.6,56.0,4.33,4.36,2.72,626.8
0.51,5,7,4,61.9,62.0,5.12,5.09,3.16,1427.2
1.55,2,6,6,62.5,55.0,7.38,7.4,4.62,15899.2
0.43,2,4,3,62.6,56.0,4.79,4.82,3.01,1174.4
0.77,4,3,5,62.2,57.0,5.81,5.86,3.63,3373.6
0.9,3,5,2,64.2,62.0,6.0,6.08,3.88,3188.6
1.71,2,1,5,62.1,55.0,7.73,7.65,4.78,10113.2
1.0,3,7,3,57.6,62.0,6.62,6.5,3.78,5462.6
0.52,4,6,3,62.8,57.0,5.09,5.13,3.21,1176.8
0.31,2,3,4,61.9,55.0,4.38,4.35,2.7,529.0
0.33,5,4,4,61.3,59.0,4.46,4.44,2.73,644.2
1.51,1,6,4,65.0,58.0,7.06,7.12,4.61,12776.6
0.82,2,3,5,61.5,56.0,6.0,6.04,3.7,3511.0
1.04,3,1,3,64.2,58.0,6.42,6.34,4.1,3598.4
1.5,5,6,4,61.8,59.0,7.38,7.31,4.54,13924.8
2.02,4,3,4,62.7,58.0,7.96,8.01,5.01,16813.0
0.52,2,4,5,61.2,56.0,5.19,5.23,3.19,1649.8
0.34,3,6,3,63.5,55.0,4.44,4.47,2.83,556.8
1.04,2,4,4,61.9,54.0,6.53,6.56,4.05,6966.4
1.54,5,2,3,61.8,57.0,7.43,7.37,4.57,8067.4
0.7,1,1,4,64.6,58.0,5.58,5.56,3.6,2849.2
1.52,3,1,3,63.6,60.0,7.25,7.21,4.6,7277.0
1.1,5,6,2,60.7,58.0,6.77,6.65,4.07,4398.8
0.4,5,6,2,60.5,59.0,4.74,4.78,2.88,706.6
0.71,3,6,2,58.8,63.0,5.75,5.88,3.42,2967.8
0.31,2,6,4,61.6,57.0,4.38,4.35,2.69,740.4
0.37,5,6,4,63.0,58.0,4.58,4.53,2.87,839.2
1.01,4,6,4,60.4,58.0,6.47,6.6,3.95,6404.8
0.57,4,2,3,61.1,61.0,5.34,5.37,3.27,816.4
0.4,3,6,3,63.3,56.0,4.68,4.74,2.98,702.2
0.36,2,6,4,62.1,55.0,4.54,4.58,2.83,883.0
0.3,5,6,8,61.9,58.0,4.3,4.26,2.65,1036.4
1.01,2,5,2,60.5,57.0,6.49,6.53,3.94,4418.8
1.5,2,3,3,61.3,57.0,7.38,7.4,4.53,9272.6
0.57,4,5,5,63.2,56.0,5.27,5.31,3.34,1946.0
0.9,4,3,3,58.7,59.0,6.3,6.35,3.71,3936.2
0.51,2,3,6,60.1,57.0,5.19,5.22,3.12,1599.0
0.27,4,6,6,61.7,58.0,4.12,4.15,2.55,632.6
0.7,4,4,3,63.6,58.0,5.61,5.65,3.58,2269.6
1.75,3,2,5,58.3,59.0,7.92,7.97,4.63,10868.2
1.0,1,6,3,57.4,62.0,6.54,6.59,3.77,4058.4
0.5,4,5,4,63.0,58.0,5.05,5.08,3.19,1480.6
1.51,2,5,4,62.4,53.0,7.37,7.32,4.58,14490.8
1.2,3,4,4,65.2,56.0,6.61,6.67,4.33,5246.8
0.4,4,5,5,61.2,58.0,4.74,4.86,2.94,989.8
0.71,2,3,5,62.1,55.0,5.68,5.72,3.54,2786.0
0.43,2,4,5,61.3,57.0,4.88,4.85,2.98,933.8
0.31,2,5,4,62.6,57.0,4.29,4.33,2.7,747.6
0.43,4,5,5,62.2,61.0,4.75,4.83,2.98,1011.6
0.53,2,1,5,61.4,55.2,5.2,5.22,3.2,959.8
0.76,4,2,3,62.0,56.0,5.81,5.84,3.61,2006.8
0.59,2,4,4,62.6,54.0,5.32,5.38,3.35,2190.6
0.42,5,7,6,59.6,59.0,4.9,4.96,2.94,1295.6
0.52,4,6,3,59.3,59.0,5.26,5.3,3.13,1340.8
0.31,2,4,5,62.3,54.0,4.35,4.38,2.72,715.8
0.72,2,6,3,62.0,57.0,5.72,5.66,3.53,2707.4
0.72,5,4,3,60.8,58.0,5.8,5.74,3.51,2213.0
0.25,4,6,7,62.9,59.0,3.99,4.02,2.52,527.8
0.51,2,5,5,62.1,56.0,5.15,5.13,3.19,1935.8
1.51,5,2,5,60.0,58.0,7.51,7.45,4.49,10408.2
0.45,2,2,5,61.9,54.0,4.95,4.97,3.07,871.6
1.75,5,4,5,59.6,60.0,7.9,7.76,4.67,15655.2
0.71,2,6,5,62.3,56.0,5.66,5.7,3.54,3403.0
0.59,2,5,4,60.2,57.0,5.48,5.44,3.29,1673.2
1.15,4,5,3,62.5,59.0,6.62,6.69,4.16,5337.6
0.47,2,6,5,61.5,55.0,5.01,5.04,3.09,1246.4
0.33,5,4,4,62.6,58.0,4.4,4.36,2.74,664.6
2.16,5,1,7,61.5,58.0,8.36,8.26,5.11,17312.4
0.3,3,3,3,63.7,56.0,4.2,4.22,2.68,604.2
1.07,2,3,2,59.2,57.0,6.7,6.64,3.95,4203.8
1.6,5,2,4,60.2,58.0,7.63,7.56,4.57,9525.2
1.0,5,4,2,62.7,59.0,6.36,6.3,3.97,3907.0
1.5,4,3,5,60.7,58.0,7.35,7.42,4.48,10976.0
0.54,2,4,8,61.2,57.0,5.26,5.28,3.22,2299.8
0.41,2,5,6,61.4,56.0,4.81,4.76,2.94,996.6
1.51,4,2,5,63.1,53.0,7.34,7.25,4.6,9157.0
0.51,2,6,3,61.7,55.0,5.13,5.17,3.18,1484.4
1.02,5,6,3,61.4,58.0,6.48,6.45,3.97,5368.4
0.31,3,2,5,63.9,55.0,4.28,4.3,2.74,625.4
0.41,4,5,7,61.4,58.0,4.76,4.78,2.93,919.0
2.0,5,1,5,63.0,58.0,8.04,7.99,5.05,13967.8
0.78,2,2,4,60.9,57.0,5.92,5.97,3.62,2670.4
0.51,3,6,4,63.1,59.0,5.04,5.07,3.19,1278.0
0.3,2,4,7,61.7,55.0,4.34,4.32,2.67,748.6
0.33,4,4,5,62.8,58.0,4.38,4.41,2.76,641.2
0.76,2,3,6,61.0,56.0,5.85,5.91,3.59,3273.6
0.4,2,6,4,61.6,57.0,4.73,4.75,2.92,864.4
0.53,5,4,3,61.0,59.0,5.25,5.21,3.19,1169.8
0.42,2,4,3,62.2,53.0,4.8,4.84,3.0,845.8
0.35,4,2,4,61.7,57.0,4.52,4.56,2.8,540.8
0.5,5,4,5,62.5,60.0,5.08,5.06,3.17,1691.8
1.01,4,6,3,61.0,56.0,6.47,6.54,3.97,5159.4
0.31,4,7,3,60.0,61.0,4.41,4.43,2.65,762.0
0.34,2,6,7,62.2,56.0,4.45,4.49,2.78,1048.0
0.43,2,7,3,62.5,55.0,4.83,4.8,3.01,780.0
0.3,2,6,6,62.3,56.0,4.3,4.34,2.69,922.0
1.26,2,3,3,61.9,57.0,6.88,6.93,4.27,6791.4
0.32,2,7,4,62.6,55.0,4.39,4.37,2.74,843.4
1.01,5,4,2,62.4,58.0,6.38,6.41,3.99,4202.6
0.34,4,6,6,62.7,59.0,4.41,4.43,2.77,525.4
0.92,3,7,3,60.2,56.0,6.28,6.32,3.79,5373.4
1.01,4,5,4,63.8,55.0,6.31,6.38,4.05,6139.0
0.5,3,7,6,62.4,64.0,5.03,5.06,3.14,1349.4
0.73,2,7,3,62.4,53.0,5.82,5.79,3.62,2767.6
0.42,2,2,7,62.7,55.0,4.8,4.77,3.0,752.2
1.01,4,7,6,63.0,56.0,6.35,6.41,4.02,9180.6
0.59,4,5,8,59.9,63.0,5.44,5.47,3.27,1738.8
0.27,4,7,4,63.0,57.0,4.06,4.1,2.57,730.8
1.04,4,7,2,63.1,58.0,6.39,6.33,4.01,4576.0
0.75,5,6,2,63.0,58.0,5.78,5.71,3.62,2474.4
0.61,3,5,2,62.5,65.0,5.36,5.29,3.33,2086.4
0.9,3,5,3,61.3,60.0,6.13,6.18,3.77,3836.0
0.31,4,3,3,60.5,60.0,4.33,4.4,2.64,549.2
1.01,1,7,2,64.7,57.0,6.31,6.27,4.07,4970.0
1.01,2,2,3,60.3,58.0,6.5,6.56,3.94,4839.4
1.0,4,2,5,63.3,55.0,6.39,6.34,4.03,4713.2
0.31,3,4,4,63.1,58.0,4.3,4.35,2.73,504.8
0.4,2,7,2,62.8,56.0,4.73,4.7,2.96,797.2
1.01,5,3,7,60.5,57.0,6.55,6.48,3.94,7399.0
0.71,3,6,3,63.1,59.0,5.62,5.75,3.59,2250.2
0.35,2,4,6,61.0,57.0,4.58,4.54,2.78,850.2
0.47,2,1,3,60.6,54.0,5.04,5.0,3.09,845.0
0.31,5,5,3,62.7,58.0,4.31,4.33,2.71,751.4
0.71,2,3,5,61.8,55.0,5.72,5.77,3.55,2736.0
0.53,2,2,5,61.6,57.0,5.21,5.18,3.2,948.6
0.39,5,1,7,61.8,56.0,4.71,4.64,2.89,1125.8
0.31,2,3,5,62.1,54.0,4.3,4.37,2.69,582.8
0.3,2,4,6,60.9,57.0,4.35,4.32,2.64,718.2
2.01,1,2,2,66.5,61.0,7.81,7.75,5.17,11420.0
0.41,4,2,3,63.3,60.0,4.71,4.64,2.96,607.6
1.22,5,6,4,62.2,55.0,6.91,6.85,4.28,7380.6
2.2,2,2,5,61.4,57.0,8.41,8.37,5.15,17674.4
2.0,4,1,3,62.2,59.0,7.92,7.97,4.94,12912.2
0.39,2,6,7,62.1,54.0,4.67,4.7,2.91,991.6
0.91,2,4,2,61.0,57.0,6.25,6.28,3.82,4121.4
1.01,3,3,3,60.3,64.0,6.5,6.53,3.93,3701.0
1.09,5,7,2,61.2,60.0,6.6,6.64,4.05,4992.8
0.53,2,7,4,60.2,57.0,5.24,5.26,3.16,1817.6
1.24,5,6,2,60.8,57.0,6.98,6.94,4.23,6256.6
0.56,2,7,5,62.6,55.0,5.25,5.29,3.3,1458.4
0.59,2,7,4,60.9,57.0,5.42,5.48,3.32,2055.8
0.33,5,6,3,59.1,58.0,4.56,4.51,2.68,677.0
0.9,4,2,3,61.8,56.0,6.19,6.24,3.84,3138.0
1.02,3,7,5,64.6,58.0,6.22,6.28,4.04,6078.2
0.72,1,5,3,64.8,55.0,5.64,5.6,3.64,2568.8
0.52,2,6,4,61.0,57.0,5.21,5.19,3.17,1665.8
0.32,2,2,7,62.0,55.3,4.39,4.42,2.73,613.0
0.25,4,5,7,61.1,57.0,4.05,4.08,2.48,875.8
0.72,4,4,8,63.3,54.0,5.64,5.73,3.6,1761.0
1.13,2,3,3,62.3,56.0,6.66,6.69,4.16,5168.4
1.01,5,2,3,62.8,58.0,6.4,6.34,4.0,4119.2
0.72,2,2,7,61.3,57.0,5.74,5.77,3.53,2608.8
1.54,2,2,4,60.2,59.0,7.52,7.57,4.54,10754.6
0.9,1,6,2,65.8,59.0,6.03,5.98,3.95,3769.4
1.0,3,5,4,64.0,59.0,6.29,6.25,4.03,6212.4
0.39,4,6,2,59.1,56.0,4.76,4.82,2.83,845.8
0.5,2,5,6,62.2,54.0,5.09,5.11,3.17,2156.6
1.18,2,4,7,61.1,57.0,6.78,6.84,4.16,9660.0
0.31,4,7,6,60.5,56.0,4.38,4.41,2.66,889.0
1.06,5,3,3,61.0,58.0,6.61,6.57,4.02,4943.2
0.31,3,7,2,63.7,55.0,4.35,4.32,2.76,949.6
2.01,5,2,4,60.3,62.0,8.13,8.08,4.89,15472.6
0.3,4,4,3,62.8,56.0,4.28,4.32,2.7,577.8
0.3,4,2,6,60.1,63.0,4.28,4.31,2.58,933.4
1.01,1,3,2,65.4,59.0,6.3,6.26,4.11,2638.6
0.34,2,4,3,61.2,57.0,4.53,4.56,2.78,562.0
0.73,1,2,5,55.9,66.0,6.11,6.01,3.39,2439.0
0.72,2,2,5,60.7,57.0,5.78,5.81,3.51,2562.6
0.31,2,6,4,62.0,55.0,4.37,4.34,2.7,699.6
1.53,2,6,3,62.3,54.2,7.35,7.38,4.59,11676.8
0.25,4,6,6,61.9,59.0,3.99,4.02,2.48,591.2
0.4,3,5,3,63.6,57.0,4.7,4.67,2.98,814.8
1.21,4,5,3,59.4,56.0,6.95,7.0,4.14,5624.8
1.0,5,6,2,60.4,60.0,6.49,6.46,3.91,4483.6
1.02,4,5,3,62.1,63.0,6.48,6.36,3.99,4709.4
0.71,3,5,2,64.5,55.6,5.58,5.61,3.6,2491.4
0.41,4,5,6,62.9,54.0,4.7,4.74,2.97,1002.2
1.5,5,6,2,62.7,56.0,7.38,7.33,4.61,8245.6
0.9,4,3,4,62.1,57.0,6.16,6.23,3.85,4958.6
0.36,2,6,3,61.6,56.0,4.56,4.59,2.82,706.4
1.05,5,4,8,60.6,60.0,6.57,6.59,3.99,9372.6
0.34,2,4,4,61.0,57.0,4.48,4.5,2.74,695.8
1.18,5,6,2,62.5,60.0,6.74,6.7,4.2,4845.8
1.03,5,7,2,61.8,60.0,6.45,6.42,3.98,4564.8
0.32,2,4,4,62.4,55.0,4.36,4.39,2.73,650.6
1.08,2,6,6,61.0,56.0,6.64,6.67,4.06,10458.4
0.73,2,1,3,61.8,56.0,5.78,5.81,3.58,1918.0
1.1,2,5,2,60.4,55.0,6.77,6.73,4.08,4760.4
1.72,5,2,6,62.7,58.0,7.6,7.54,4.75,11219.0
1.0,5,5,3,61.6,61.0,6.37,6.3,3.9,5252.8
0.92,2,3,3,61.6,56.0,6.21,6.25,3.84,4257.4
0.75,2,6,3,61.4,56.0,5.83,5.89,3.6,2945.0
0.72,5,5,5,58.8,60.0,5.91,5.89,3.47,2697.6
1.2,5,4,2,59.9,59.0,6.92,6.98,4.16,4788.6
0.61,2,5,6,61.8,55.0,5.43,5.47,3.37,2680.6
0.31,2,6,4,61.4,54.0,4.41,4.38,2.7,847.6
0.52,4,5,6,58.9,60.0,5.23,5.3,3.1,1712.6
0.23,4,7,7,59.7,58.0,3.97,4.04,2.39,1020.4
0.3,4,4,5,60.2,62.0,4.3,4.31,2.59,712.4
0.84,4,7,3,59.2,59.0,6.18,6.21,3.67,4402.0
0.77,2,6,2,62.1,56.0,5.84,5.86,3.63,2719.2
2.14,5,5,2,58.2,61.0,8.5,8.45,4.93,15148.6
1.01,4,3,7,60.6,56.0,6.5,6.53,3.95,8495.6
0.35,5,6,3,59.7,60.0,4.58,4.53,2.72,603.2
1.5,5,2,6,60.2,58.0,7.5,7.34,4.47,10042.2
0.52,2,5,8,60.3,60.0,5.24,5.27,3.17,883.4
1.19,2,3,5,62.5,54.0,6.78,6.82,4.25,7609.0
0.3,5,1,5,62.6,58.0,4.27,4.32,2.69,582.4
0.53,5,6,3,61.8,60.0,5.21,5.18,3.21,1736.0
0.91,2,7,6,62.0,54.0,6.2,6.25,3.86,7445.0
0.59,4,6,4,60.8,57.0,5.37,5.42,3.28,1786.4
2.01,4,3,1,58.1,63.0,8.3,8.19,4.79,14213.2
0.92,1,6,3,65.6,57.0,6.1,6.07,3.99,4714.6
0.8,2,4,4,62.2,56.0,5.94,5.87,3.67,2871.0
1.42,5,5,2,59.7,57.0,7.33,7.3,4.37,7335.2
0.46,4,5,2,61.5,56.0,4.98,5.01,3.07,1386.8
0.38,2,5,4,61.2,57.0,4.64,4.67,2.85,841.4
0.93,5,3,4,60.3,61.0,6.39,6.25,3.81,4869.0
1.2,4,2,4,61.7,59.0,6.83,6.88,4.23,6056.0
0.82,4,4,3,63.4,55.0,6.0,5.93,3.78,3197.0
0.54,5,6,3,62.2,58.0,5.26,5.23,3.26,1349.0
1.02,4,2,4,59.3,59.0,6.57,6.62,3.91,4279.6
0.4,2,5,4,60.6,55.0,4.82,4.78,2.91,979.0
0.31,4,2,4,60.7,61.0,4.32,4.34,2.63,514.4
0.72,2,4,5,61.2,57.0,5.76,5.79,3.53,3306.2
1.71,4,3,5,62.0,56.0,7.64,7.68,4.75,13033.2
1.61,4,6,3,62.3,57.0,7.43,7.47,4.64,12334.8
0.52,2,4,2,61.6,55.0,5.16,5.19,3.19,1166.4
0.5,2,5,6,62.1,58.0,5.07,5.11,3.16,2148.6
0.72,5,3,3,62.5,57.0,5.73,5.67,3.56,2263.4
0.46,4,6,3,59.3,63.0,5.09,5.02,3.0,1849.4
1.2,2,3,5,61.9,57.0,6.77,6.73,4.18,7229.0
0.3,4,7,3,63.4,54.0,4.31,4.27,2.72,683.0
0.41,3,5,3,63.9,56.0,4.68,4.74,3.01,1105.2
1.51,5,3,3,58.0,59.0,7.57,7.54,4.38,9682.4
0.53,2,7,3,61.6,56.0,5.2,5.23,3.21,1652.6
0.54,2,7,3,61.5,56.0,5.23,5.25,3.22,1620.8
0.9,4,4,4,62.4,61.0,6.13,6.17,3.84,5847.4
1.05,2,6,6,62.4,56.0,6.49,6.52,4.06,9633.0
1.02,2,5,2,61.4,56.0,6.5,6.47,3.98,4516.4
1.15,5,4,2,62.7,58.0,6.71,6.69,4.2,4899.0
0.86,1,4,5,64.6,58.8,5.95,6.04,3.87,6071.0
0.54,2,4,5,61.3,57.0,5.25,5.28,3.23,1759.0
1.27,2,1,2,61.2,56.0,6.99,6.95,4.27,4851.2
0.7,4,4,4,63.3,56.0,5.59,5.66,3.56,2423.4
0.91,3,3,6,65.5,57.0,6.01,6.11,3.97,3809.2
0.39,2,6,5,62.3,57.0,4.67,4.64,2.9,940.6
0.41,5,5,6,62.4,58.0,4.76,4.7,2.95,1415.2
0.38,5,6,5,60.7,59.0,4.65,4.7,2.84,1026.4
1.1,4,7,2,61.1,58.0,6.61,6.69,4.06,5131.4
0.5,3,3,7,63.5,58.0,4.98,5.03,3.18,1005.6
0.24,4,6,6,62.1,59.0,3.95,4.0,2.47,581.8
1.0,3,7,8,63.3,59.0,6.33,6.37,4.02,13938.6
1.88,4,2,4,62.2,57.0,7.79,7.86,4.87,15145.6
1.53,5,1,7,61.6,58.0,7.4,7.37,4.55,9721.8
2.11,5,1,2,60.7,60.0,8.27,8.2,5.0,12784.2
0.79,2,4,3,61.1,57.0,5.98,5.93,3.64,2794.2
1.0,2,4,3,62.4,56.0,6.41,6.34,3.98,4831.6
0.31,2,7,3,62.7,56.0,4.32,4.36,2.72,734.6
0.4,4,6,7,61.2,61.0,4.7,4.74,2.89,741.4
1.07,2,4,2,61.1,57.0,6.61,6.65,4.05,4645.0
0.3,5,3,5,62.3,58.0,4.26,4.28,2.66,639.6
1.01,5,7,2,58.0,60.0,6.58,6.53,3.8,4045.8
0.71,4,3,2,61.8,58.0,5.67,5.73,3.52,2653.2
0.51,5,4,2,60.8,59.0,5.2,5.19,3.16,1040.2
0.3,3,4,6,63.2,57.0,4.23,4.28,2.69,735.2
0.75,2,6,4,62.0,56.0,5.82,5.85,3.62,3259.0
0.62,4,6,5,60.1,56.0,5.56,5.58,3.35,1589.0
0.41,3,6,3,63.9,58.0,4.72,4.7,3.01,823.8
0.38,4,3,5,61.3,54.0,4.68,4.7,2.88,919.4
1.4,5,7,5,62.8,58.0,7.17,7.07,4.47,15975.2
0.32,5,2,4,62.2,59.0,4.35,4.37,2.71,660.4
0.91,5,3,4,61.8,60.0,6.22,6.18,3.83,4400.4
